dataset_id,table_name,version,run_id,artifact_type,artifact_path,file_ext,n_rows,n_cols,file_hash,created_at,notes
inei_population_1995_2030,population_national_from_dept,v1.0.0,20260305_090422,derived_dataset,C:/Users/Usuario/OneDrive/Consultorias_Personales/Carga-CDC-Peru-2023/carga-enfermedad-peru-2018-2024/demografia-poblacion-inei/data/derived/staging/inei_population/population_national_from_dept.parquet,parquet,7992,5,64aa7af65faa044421f2e255f5ab0e3b,2026-03-05 09:04:22,Nacional alternativo aditivo construido como suma de departamentos (01–25)
inei_population_1995_2030,population_national_from_dept,v1.0.0,20260305_090422,dictionary_ext,C:/Users/Usuario/OneDrive/Consultorias_Personales/Carga-CDC-Peru-2023/carga-enfermedad-peru-2018-2024/demografia-poblacion-inei/data/derived/staging/inei_population/population_national_from_dept_diccionario_ext.csv,csv,5,11,604ab462671fc99857833823f286e6f5,2026-03-05 09:04:22,Diccionario extendido del nacional alternativo aditivo
inei_population_1995_2030,population_result_hierarchical,v1.0.0,20260305_090433,final_dataset,C:/Users/Usuario/OneDrive/Consultorias_Personales/Carga-CDC-Peru-2023/carga-enfermedad-peru-2018-2024/demografia-poblacion-inei/data/final/population_inei/population_result_hierarchical.parquet,parquet,207792,5,95deda2ab2812462dd6db91646134c97,2026-03-05 09:04:33,Vista final jerárquicamente consistente: deptos + nacional aditivo
inei_population_1995_2030,population_result_hierarchical,v1.0.0,20260305_090433,dictionary_ext,C:/Users/Usuario/OneDrive/Consultorias_Personales/Carga-CDC-Peru-2023/carga-enfermedad-peru-2018-2024/demografia-poblacion-inei/data/final/population_inei/population_result_hierarchical_diccionario_ext.csv,csv,5,11,206931bc1203e81bc2c27dfcdb36820c,2026-03-05 09:04:33,Diccionario extendido de la vista jerárquica consistente
