dataset_id,version,run_id,table_name,column_name,label,description,data_type,units,allow_na,is_key,n_missing,pct_missing,observed_min,observed_max,example_values
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,year_id,year_id,year_id,integer,,FALSE,TRUE,0,0,1995,2030,1995|1996|1997|1998|1999
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,location_id,location_id,location_id,integer,,FALSE,TRUE,0,0,0,25,0|1|2|3|4
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,location_label,location_label,location_label,character,,FALSE,FALSE,0,0,,,Peru oficial (0)|Amazonas (1)|Ancash (2)|Apurimac (3)|Arequipa (4)
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,sex_id,sex_id,sex_id,integer,,FALSE,TRUE,0,0,8507,8532,8507|8532
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,sex_name,sex_name,sex_name,character,,FALSE,FALSE,0,0,,,Masculino|Femenino
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,figure_path,figure_path,figure_path,character,,FALSE,FALSE,0,0,,,reports/qc_demografia_poblacion/modules/pipeline-qc/figures/cola_interna_80_125/extrapolacion_loc_0_year_1995_sex_8507.png|reports/qc_demografia_poblacion/modules/pipeline-qc/figures/cola_interna_80_125/extrapolacion_loc_0_year_1995_sex_8532.png|reports/qc_demografia_poblacion/modules/pipeline-qc/figures/cola_interna_80_125/extrapolacion_loc_0_year_1996_sex_8507.png|reports/qc_demografia_poblacion/modules/pipeline-qc/figures/cola_interna_80_125/extrapolacion_loc_0_year_1996_sex_8532.png|reports/qc_demografia_poblacion/modules/pipeline-qc/figures/cola_interna_80_125/extrapolacion_loc_0_year_1997_sex_8507.png
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_extrapolated_80_125_manifest,figure_file,figure_file,figure_file,character,,FALSE,FALSE,0,0,,,extrapolacion_loc_0_year_1995_sex_8507.png|extrapolacion_loc_0_year_1995_sex_8532.png|extrapolacion_loc_0_year_1996_sex_8507.png|extrapolacion_loc_0_year_1996_sex_8532.png|extrapolacion_loc_0_year_1997_sex_8507.png
