input_path,generated_at,n_rows,n_cols,columns,schema,missing_required_cols,pk_unique_n,pk_duplicate_n,required_missing_n,year_range,age_range,sex_domain,location_domain,population_range,file_md5,content_sha256
C:/Users/Usuario/OneDrive/Consultorias_Personales/Carga-CDC-Peru-2023/carga-enfermedad-peru-2018-2024/demografia-poblacion-inei/data/final/population_inei/population_result.parquet,2026-04-16 02:00:26,207792,5,year_id|age|sex_id|location_id|population,year_id:integer;age:integer;sex_id:integer;location_id:integer;population:integer,"",207792,0,0,1995|2030,0|110,8507|8532,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25,0|319672,a16f97f3e1bb2dc1f7a2a8a588369fbd,761ab7d014948bb144d1ea7c3ba725bfb9514e94c2142cb2e9f676a0a4bf8184
