year_id,age,sex_id,dept_sum,nat_pop,diff,diff_pct,flag_diff
1996,63,8532,57163,57163,0,0,FALSE
1996,64,8507,47361,47361,0,0,FALSE
1996,64,8532,54394,54394,0,0,FALSE
1996,65,8507,44667,44667,0,0,FALSE
1996,65,8532,51650,51650,0,0,FALSE
1996,66,8507,41960,41960,0,0,FALSE
1996,66,8532,48889,48889,0,0,FALSE
1996,67,8507,39387,39387,0,0,FALSE
1996,67,8532,46247,46247,0,0,FALSE
1996,68,8507,37041,37041,0,0,FALSE
1996,68,8532,43810,43810,0,0,FALSE
1996,69,8507,34847,34847,0,0,FALSE
1996,69,8532,41506,41506,0,0,FALSE
1996,70,8507,32656,32656,0,0,FALSE
1996,70,8532,39195,39195,0,0,FALSE
1996,71,8507,30524,30524,0,0,FALSE
1996,71,8532,36931,36931,0,0,FALSE
1996,72,8507,28335,28335,0,0,FALSE
1996,72,8532,34584,34584,0,0,FALSE
1996,73,8507,26028,26028,0,0,FALSE
1996,73,8532,32082,32082,0,0,FALSE
1996,74,8507,23676,23676,0,0,FALSE
1996,74,8532,29508,29508,0,0,FALSE
1996,75,8507,21412,21412,0,0,FALSE
1996,75,8532,27007,27007,0,0,FALSE
1996,76,8507,19203,19203,0,0,FALSE
1996,76,8532,24548,24548,0,0,FALSE
1996,77,8507,17158,17158,0,0,FALSE
1996,77,8532,22235,22235,0,0,FALSE
1996,78,8507,15340,15340,0,0,FALSE
1996,78,8532,20134,20134,0,0,FALSE
1996,79,8507,13701,13701,0,0,FALSE
1996,79,8532,18197,18197,0,0,FALSE
1996,80,8507,9596,9596,0,0,FALSE
1996,80,8532,12651,12651,0,0,FALSE
1996,81,8507,8663,8663,0,0,FALSE
1996,81,8532,11662,11662,0,0,FALSE
1996,82,8507,7739,7739,0,0,FALSE
1996,82,8532,10653,10653,0,0,FALSE
1996,83,8507,6839,6839,0,0,FALSE
1996,83,8532,9625,9625,0,0,FALSE
1996,84,8507,5960,5960,0,0,FALSE
1996,84,8532,8605,8605,0,0,FALSE
1996,85,8507,5137,5137,0,0,FALSE
1996,85,8532,7601,7601,0,0,FALSE
1996,86,8507,4339,4339,0,0,FALSE
1996,86,8532,6589,6589,0,0,FALSE
1996,87,8507,3611,3611,0,0,FALSE
