year_id,sex_id,location_id,pop_internal_80plus,pop_observed_80plus,diff,flag_diff
2007,8532,6,6164,6164,0,FALSE
2007,8532,7,6092,6092,9.09494701772928e-13,FALSE
2007,8532,8,6373,6373,0,FALSE
2007,8532,9,2745,2745,0,FALSE
2007,8532,10,3079,3079,0,FALSE
2007,8532,11,4208,4208,0,FALSE
2007,8532,12,7356,7356,0,FALSE
2007,8532,13,10028,10028,0,FALSE
2007,8532,14,6623,6623,9.09494701772928e-13,FALSE
2007,8532,15,59706,59706,0,FALSE
2007,8532,16,2654,2654,0,FALSE
2007,8532,17,186,186,0,FALSE
2007,8532,18,992,992,0,FALSE
2007,8532,19,1209,1209,0,FALSE
2007,8532,20,7939,7939,0,FALSE
2007,8532,21,10189,10189,0,FALSE
2007,8532,22,2155,2155,0,FALSE
2007,8532,23,1221,1221,0,FALSE
2007,8532,24,704,704,0,FALSE
2007,8532,25,1126,1126,0,FALSE
2008,8507,0,124045,124045,0,FALSE
2008,8507,1,988,988,0,FALSE
2008,8507,2,5403,5403,0,FALSE
2008,8507,3,1425,1425,0,FALSE
2008,8507,4,6607,6607,9.09494701772928e-13,FALSE
2008,8507,5,2628,2628,0,FALSE
2008,8507,6,4419,4419,0,FALSE
2008,8507,7,4701,4701,0,FALSE
2008,8507,8,4593,4593,0,FALSE
2008,8507,9,1620,1620,0,FALSE
2008,8507,10,2249,2249,0,FALSE
2008,8507,11,3446,3446,0,FALSE
2008,8507,12,5308,5308,0,FALSE
2008,8507,13,7475,7475,0,FALSE
2008,8507,14,5399,5399,0,FALSE
2008,8507,15,46358,46358,0,FALSE
2008,8507,16,2028,2028,0,FALSE
2008,8507,17,306,306,0,FALSE
2008,8507,18,793,793,0,FALSE
2008,8507,19,894,894,0,FALSE
2008,8507,20,6683,6683,0,FALSE
2008,8507,21,6397,6397,0,FALSE
2008,8507,22,1650,1650,0,FALSE
2008,8507,23,907,907,0,FALSE
2008,8507,24,645,645,0,FALSE
2008,8507,25,1123,1123,0,FALSE
2008,8532,0,173159,173159,0,FALSE
2008,8532,1,1248,1248,0,FALSE
2008,8532,2,7666,7666,0,FALSE
2008,8532,3,2352,2352,0,FALSE
2008,8532,4,8993,8993,0,FALSE
2008,8532,5,4564,4564,0,FALSE
2008,8532,6,6469,6469,0,FALSE
2008,8532,7,6546,6546,0,FALSE
2008,8532,8,6678,6678,0,FALSE
2008,8532,9,2772,2772,0,FALSE
2008,8532,10,3217,3217,0,FALSE
2008,8532,11,4467,4467,0,FALSE
2008,8532,12,7649,7649,0,FALSE
2008,8532,13,10621,10621,0,FALSE
2008,8532,14,6988,6988,9.09494701772928e-13,FALSE
2008,8532,15,63013,63013,0,FALSE
2008,8532,16,2747,2747,0,FALSE
2008,8532,17,197,197,0,FALSE
2008,8532,18,1045,1045,0,FALSE
2008,8532,19,1263,1263,0,FALSE
2008,8532,20,8531,8531,0,FALSE
2008,8532,21,10610,10610,0,FALSE
2008,8532,22,2285,2285,0,FALSE
2008,8532,23,1299,1299,0,FALSE
2008,8532,24,741,741,0,FALSE
2008,8532,25,1198,1198,0,FALSE
2009,8507,0,133851,133851,0,FALSE
2009,8507,1,1053,1053,0,FALSE
2009,8507,2,5710,5710,0,FALSE
2009,8507,3,1449,1449,0,FALSE
2009,8507,4,7114,7114,0,FALSE
2009,8507,5,2672,2672,0,FALSE
2009,8507,6,4645,4645,0,FALSE
2009,8507,7,5133,5133,0,FALSE
2009,8507,8,4807,4807,0,FALSE
2009,8507,9,1614,1614,0,FALSE
2009,8507,10,2378,2378,0,FALSE
2009,8507,11,3701,3701,0,FALSE
2009,8507,12,5545,5545,0,FALSE
2009,8507,13,8191,8191,0,FALSE
2009,8507,14,5870,5870,0,FALSE
2009,8507,15,51094,51094,7.27595761418343e-12,FALSE
2009,8507,16,2160,2160,0,FALSE
2009,8507,17,347,347,0,FALSE
2009,8507,18,837,837,0,FALSE
2009,8507,19,933,933,0,FALSE
2009,8507,20,7249,7249,0,FALSE
2009,8507,21,6662,6662,0,FALSE
2009,8507,22,1813,1813,0,FALSE
2009,8507,23,987,987,0,FALSE
2009,8507,24,687,687,0,FALSE
2009,8507,25,1200,1200,0,FALSE
2009,8532,0,182704,182704,0,FALSE
2009,8532,1,1318,1318,0,FALSE
2009,8532,2,8061,8061,0,FALSE
2009,8532,3,2406,2406,0,FALSE
2009,8532,4,9583,9583,0,FALSE
2009,8532,5,4629,4629,0,FALSE
2009,8532,6,6788,6788,0,FALSE
2009,8532,7,7038,7038,9.09494701772928e-13,FALSE
2009,8532,8,6987,6987,0,FALSE
2009,8532,9,2790,2790,0,FALSE
2009,8532,10,3358,3358,0,FALSE
2009,8532,11,4764,4764,0,FALSE
2009,8532,12,7954,7954,-9.09494701772928e-13,FALSE
2009,8532,13,11277,11277,0,FALSE
2009,8532,14,7403,7403,9.09494701772928e-13,FALSE
2009,8532,15,66803,66803,0,FALSE
2009,8532,16,2856,2856,0,FALSE
2009,8532,17,213,213,0,FALSE
2009,8532,18,1102,1102,0,FALSE
2009,8532,19,1326,1326,0,FALSE
2009,8532,20,9162,9162,0,FALSE
2009,8532,21,11015,11015,0,FALSE
2009,8532,22,2424,2424,0,FALSE
2009,8532,23,1389,1389,2.27373675443232e-13,FALSE
2009,8532,24,782,782,0,FALSE
2009,8532,25,1276,1276,0,FALSE
2010,8507,0,143784,143784,0,FALSE
2010,8507,1,1115,1115,0,FALSE
2010,8507,2,6023,6023,0,FALSE
2010,8507,3,1473,1473,0,FALSE
2010,8507,4,7653,7653,0,FALSE
2010,8507,5,2707,2707,0,FALSE
2010,8507,6,4853,4853,0,FALSE
2010,8507,7,5611,5611,0,FALSE
2010,8507,8,5010,5010,0,FALSE
2010,8507,9,1607,1607,0,FALSE
2010,8507,10,2493,2493,0,FALSE
2010,8507,11,3986,3986,4.54747350886464e-13,FALSE
2010,8507,12,5780,5780,0,FALSE
2010,8507,13,8872,8872,0,FALSE
2010,8507,14,6333,6333,0,FALSE
2010,8507,15,55975,55975,0,FALSE
2010,8507,16,2296,2296,0,FALSE
2010,8507,17,385,385,0,FALSE
2010,8507,18,893,893,1.13686837721616e-13,FALSE
2010,8507,19,973,973,0,FALSE
2010,8507,20,7782,7782,0,FALSE
2010,8507,21,6895,6895,0,FALSE
2010,8507,22,1976,1976,0,FALSE
2010,8507,23,1077,1077,0,FALSE
2010,8507,24,733,733,0,FALSE
2010,8507,25,1283,1283,2.27373675443232e-13,FALSE
2010,8532,0,193411,193411,0,FALSE
2010,8532,1,1396,1396,0,FALSE
2010,8532,2,8458,8458,0,FALSE
2010,8532,3,2458,2458,0,FALSE
2010,8532,4,10222,10222,0,FALSE
2010,8532,5,4693,4693,0,FALSE
2010,8532,6,7103,7103,0,FALSE
2010,8532,7,7570,7570,9.09494701772928e-13,FALSE
2010,8532,8,7289,7289,0,FALSE
2010,8532,9,2803,2803,0,FALSE
2010,8532,10,3503,3503,0,FALSE
2010,8532,11,5118,5118,0,FALSE
2010,8532,12,8273,8273,0,FALSE
2010,8532,13,12018,12018,0,FALSE
2010,8532,14,7892,7892,0,FALSE
2010,8532,15,71356,71356,0,FALSE
2010,8532,16,2997,2997,0,FALSE
2010,8532,17,233,233,0,FALSE
2010,8532,18,1163,1163,0,FALSE
2010,8532,19,1401,1401,0,FALSE
2010,8532,20,9806,9806,0,FALSE
2010,8532,21,11398,11398,0,FALSE
2010,8532,22,2570,2570,0,FALSE
2010,8532,23,1495,1495,0,FALSE
2010,8532,24,832,832,0,FALSE
2010,8532,25,1364,1364,0,FALSE
2011,8507,0,153486,153486,0,FALSE
2011,8507,1,1175,1175,0,FALSE
2011,8507,2,6319,6319,0,FALSE
2011,8507,3,1496,1496,0,FALSE
2011,8507,4,8208,8208,0,FALSE
2011,8507,5,2728,2728,0,FALSE
2011,8507,6,5033,5033,0,FALSE
2011,8507,7,6115,6115,9.09494701772928e-13,FALSE
2011,8507,8,5191,5191,0,FALSE
2011,8507,9,1600,1600,0,FALSE
2011,8507,10,2587,2587,0,FALSE
2011,8507,11,4309,4309,0,FALSE
2011,8507,12,6010,6010,0,FALSE
2011,8507,13,9477,9477,0,FALSE
2011,8507,14,6769,6769,0,FALSE
2011,8507,15,60854,60854,0,FALSE
2011,8507,16,2431,2431,0,FALSE
2011,8507,17,418,418,5.6843418860808e-14,FALSE
2011,8507,18,959,959,1.13686837721616e-13,FALSE
2011,8507,19,1011,1011,1.13686837721616e-13,FALSE
2011,8507,20,8270,8270,0,FALSE
2011,8507,21,7089,7089,0,FALSE
2011,8507,22,2134,2134,0,FALSE
2011,8507,23,1171,1171,0,FALSE
2011,8507,24,781,781,0,FALSE
2011,8507,25,1351,1351,0,FALSE
2011,8532,0,205119,205119,0,FALSE
2011,8532,1,1480,1480,0,FALSE
2011,8532,2,8824,8824,0,FALSE
2011,8532,3,2498,2498,0,FALSE
2011,8532,4,10898,10898,0,FALSE
2011,8532,5,4748,4748,0,FALSE
2011,8532,6,7396,7396,0,FALSE
2011,8532,7,8131,8131,0,FALSE
2011,8532,8,7563,7563,9.09494701772928e-13,FALSE
2011,8532,9,2806,2806,0,FALSE
2011,8532,10,3653,3653,0,FALSE
2011,8532,11,5536,5536,0,FALSE
2011,8532,12,8603,8603,0,FALSE
2011,8532,13,12838,12838,0,FALSE
2011,8532,14,8452,8452,0,FALSE
2011,8532,15,76680,76680,0,FALSE
2011,8532,16,3165,3165,0,FALSE
2011,8532,17,258,258,0,FALSE
2011,8532,18,1229,1229,0,FALSE
2011,8532,19,1490,1490,0,FALSE
2011,8532,20,10444,10444,0,FALSE
2011,8532,21,11743,11743,0,FALSE
2011,8532,22,2720,2720,0,FALSE
2011,8532,23,1614,1614,0,FALSE
2011,8532,24,892,892,0,FALSE
2011,8532,25,1458,1458,0,FALSE
2012,8507,0,163184,163184,0,FALSE
2012,8507,1,1238,1238,0,FALSE
2012,8507,2,6605,6605,0,FALSE
2012,8507,3,1509,1509,0,FALSE
2012,8507,4,8784,8784,0,FALSE
2012,8507,5,2734,2734,0,FALSE
2012,8507,6,5196,5196,0,FALSE
2012,8507,7,6643,6643,0,FALSE
2012,8507,8,5361,5361,0,FALSE
2012,8507,9,1586,1586,0,FALSE
2012,8507,10,2666,2666,0,FALSE
2012,8507,11,4662,4662,0,FALSE
2012,8507,12,6241,6241,0,FALSE
2012,8507,13,10043,10043,0,FALSE
2012,8507,14,7191,7191,0,FALSE
2012,8507,15,65845,65845,0,FALSE
2012,8507,16,2569,2569,0,FALSE
2012,8507,17,446,446,0,FALSE
2012,8507,18,1032,1032,0,FALSE
2012,8507,19,1046,1046,0,FALSE
2012,8507,20,8742,8742,0,FALSE
2012,8507,21,7250,7250,0,FALSE
2012,8507,22,2291,2291,0,FALSE
2012,8507,23,1265,1265,0,FALSE
2012,8507,24,833,833,0,FALSE
2012,8507,25,1406,1406,2.27373675443232e-13,FALSE
2012,8532,0,217620,217620,-2.91038304567337e-11,FALSE
2012,8532,1,1570,1570,0,FALSE
2012,8532,2,9172,9172,0,FALSE
2012,8532,3,2525,2525,0,FALSE
2012,8532,4,11610,11610,0,FALSE
2012,8532,5,4789,4789,0,FALSE
2012,8532,6,7680,7680,0,FALSE
2012,8532,7,8717,8717,0,FALSE
2012,8532,8,7820,7820,0,FALSE
2012,8532,9,2796,2796,0,FALSE
2012,8532,10,3804,3804,0,FALSE
2012,8532,11,6009,6009,0,FALSE
2012,8532,12,8941,8941,0,FALSE
2012,8532,13,13722,13722,0,FALSE
2012,8532,14,9068,9068,0,FALSE
2012,8532,15,82603,82603,0,FALSE
2012,8532,16,3345,3345,0,FALSE
2012,8532,17,288,288,5.6843418860808e-14,FALSE
2012,8532,18,1298,1298,0,FALSE
2012,8532,19,1594,1594,2.27373675443232e-13,FALSE
2012,8532,20,11090,11090,0,FALSE
2012,8532,21,12057,12057,0,FALSE
2012,8532,22,2869,2869,0,FALSE
2012,8532,23,1744,1744,2.27373675443232e-13,FALSE
2012,8532,24,952,952,0,FALSE
2012,8532,25,1557,1557,0,FALSE
2013,8507,0,173412,173412,0,FALSE
2013,8507,1,1299,1299,0,FALSE
2013,8507,2,6918,6918,0,FALSE
2013,8507,3,1531,1531,0,FALSE
2013,8507,4,9401,9401,0,FALSE
2013,8507,5,2737,2737,0,FALSE
2013,8507,6,5358,5358,0,FALSE
2013,8507,7,7223,7223,9.09494701772928e-13,FALSE
2013,8507,8,5540,5540,0,FALSE
2013,8507,9,1572,1572,0,FALSE
2013,8507,10,2737,2737,0,FALSE
2013,8507,11,5040,5040,0,FALSE
2013,8507,12,6477,6477,0,FALSE
2013,8507,13,10618,10618,0,FALSE
2013,8507,14,7638,7638,0,FALSE
2013,8507,15,71137,71137,0,FALSE
2013,8507,16,2712,2712,4.54747350886464e-13,FALSE
2013,8507,17,476,476,5.6843418860808e-14,FALSE
2013,8507,18,1113,1113,0,FALSE
2013,8507,19,1080,1080,0,FALSE
2013,8507,20,9213,9213,0,FALSE
2013,8507,21,7402,7402,0,FALSE
2013,8507,22,2456,2456,0,FALSE
2013,8507,23,1373,1373,2.27373675443232e-13,FALSE
2013,8507,24,885,885,0,FALSE
2013,8507,25,1476,1476,0,FALSE
2013,8532,0,231150,231150,0,FALSE
2013,8532,1,1667,1667,0,FALSE
2013,8532,2,9544,9544,0,FALSE
2013,8532,3,2556,2556,0,FALSE
2013,8532,4,12374,12374,0,FALSE
2013,8532,5,4832,4832,0,FALSE
2013,8532,6,7981,7981,0,FALSE
2013,8532,7,9345,9345,0,FALSE
2013,8532,8,8086,8086,0,FALSE
2013,8532,9,2784,2784,0,FALSE
2013,8532,10,3962,3962,0,FALSE
2013,8532,11,6520,6520,0,FALSE
2013,8532,12,9295,9295,0,FALSE
2013,8532,13,14682,14682,0,FALSE
2013,8532,14,9741,9741,0,FALSE
2013,8532,15,89093,89093,0,FALSE
2013,8532,16,3553,3553,0,FALSE
2013,8532,17,323,323,0,FALSE
2013,8532,18,1372,1372,0,FALSE
2013,8532,19,1706,1706,2.27373675443232e-13,FALSE
2013,8532,20,11775,11775,0,FALSE
2013,8532,21,12361,12361,0,FALSE
2013,8532,22,3026,3026,0,FALSE
2013,8532,23,1888,1888,0,FALSE
2013,8532,24,1022,1022,0,FALSE
2013,8532,25,1662,1662,0,FALSE
2014,8507,0,184708,184708,2.91038304567337e-11,FALSE
2014,8507,1,1359,1359,0,FALSE
2014,8507,2,7290,7290,0,FALSE
2014,8507,3,1564,1564,0,FALSE
2014,8507,4,10078,10078,0,FALSE
2014,8507,5,2749,2749,0,FALSE
2014,8507,6,5545,5545,0,FALSE
2014,8507,7,7893,7893,0,FALSE
2014,8507,8,5742,5742,0,FALSE
2014,8507,9,1559,1559,0,FALSE
2014,8507,10,2811,2811,0,FALSE
2014,8507,11,5430,5430,0,FALSE
2014,8507,12,6737,6737,0,FALSE
2014,8507,13,11264,11264,0,FALSE
2014,8507,14,8141,8141,0,FALSE
2014,8507,15,76903,76903,0,FALSE
2014,8507,16,2868,2868,0,FALSE
2014,8507,17,515,515,0,FALSE
2014,8507,18,1207,1207,0,FALSE
2014,8507,19,1114,1114,0,FALSE
2014,8507,20,9713,9713,0,FALSE
2014,8507,21,7551,7551,0,FALSE
2014,8507,22,2641,2641,0,FALSE
2014,8507,23,1499,1499,0,FALSE
2014,8507,24,943,943,1.13686837721616e-13,FALSE
2014,8507,25,1592,1592,2.27373675443232e-13,FALSE
2014,8532,0,245948,245948,0,FALSE
2014,8532,1,1769,1769,0,FALSE
2014,8532,2,9985,9985,0,FALSE
2014,8532,3,2613,2613,0,FALSE
2014,8532,4,13206,13206,0,FALSE
2014,8532,5,4890,4890,0,FALSE
2014,8532,6,8321,8321,0,FALSE
2014,8532,7,10035,10035,0,FALSE
2014,8532,8,8396,8396,0,FALSE
2014,8532,9,2777,2777,0,FALSE
2014,8532,10,4126,4126,0,FALSE
2014,8532,11,7055,7055,9.09494701772928e-13,FALSE
2014,8532,12,9677,9677,0,FALSE
2014,8532,13,15722,15722,1.81898940354586e-12,FALSE
2014,8532,14,10483,10483,0,FALSE
2014,8532,15,96109,96109,0,FALSE
2014,8532,16,3793,3793,0,FALSE
2014,8532,17,359,359,0,FALSE
2014,8532,18,1454,1454,0,FALSE
2014,8532,19,1825,1825,0,FALSE
2014,8532,20,12528,12528,0,FALSE
2014,8532,21,12681,12681,0,FALSE
2014,8532,22,3207,3207,4.54747350886464e-13,FALSE
2014,8532,23,2047,2047,0,FALSE
2014,8532,24,1102,1102,0,FALSE
2014,8532,25,1788,1788,2.27373675443232e-13,FALSE
2015,8507,0,197606,197606,0,FALSE
2015,8507,1,1422,1422,0,FALSE
2015,8507,2,7765,7765,-9.09494701772928e-13,FALSE
2015,8507,3,1618,1618,0,FALSE
2015,8507,4,10835,10835,0,FALSE
2015,8507,5,2782,2782,0,FALSE
2015,8507,6,5762,5762,0,FALSE
2015,8507,7,8683,8683,0,FALSE
2015,8507,8,5992,5992,9.09494701772928e-13,FALSE
2015,8507,9,1551,1551,0,FALSE
2015,8507,10,2895,2895,0,FALSE
2015,8507,11,5828,5828,0,FALSE
2015,8507,12,7022,7022,0,FALSE
2015,8507,13,12033,12033,0,FALSE
2015,8507,14,8740,8740,0,FALSE
2015,8507,15,83335,83335,0,FALSE
2015,8507,16,3043,3043,0,FALSE
2015,8507,17,567,567,0,FALSE
2015,8507,18,1313,1313,0,FALSE
2015,8507,19,1152,1152,0,FALSE
2015,8507,20,10259,10259,0,FALSE
2015,8507,21,7715,7715,0,FALSE
2015,8507,22,2857,2857,-4.54747350886464e-13,FALSE
2015,8507,23,1652,1652,2.27373675443232e-13,FALSE
2015,8507,24,1006,1006,0,FALSE
2015,8507,25,1779,1779,0,FALSE
2015,8532,0,262253,262253,0,FALSE
2015,8532,1,1877,1877,0,FALSE
2015,8532,2,10538,10538,0,FALSE
2015,8532,3,2707,2707,0,FALSE
2015,8532,4,14122,14122,0,FALSE
2015,8532,5,4981,4981,0,FALSE
2015,8532,6,8725,8725,0,FALSE
2015,8532,7,10809,10809,1.81898940354586e-12,FALSE
2015,8532,8,8774,8774,0,FALSE
2015,8532,9,2783,2783,0,FALSE
2015,8532,10,4298,4298,0,FALSE
2015,8532,11,7605,7605,0,FALSE
2015,8532,12,10091,10091,0,FALSE
2015,8532,13,16862,16862,0,FALSE
2015,8532,14,11293,11293,0,FALSE
2015,8532,15,103615,103615,0,FALSE
2015,8532,16,4077,4077,0,FALSE
2015,8532,17,401,401,0,FALSE
2015,8532,18,1549,1549,2.27373675443232e-13,FALSE
2015,8532,19,1948,1948,0,FALSE
2015,8532,20,13381,13381,0,FALSE
2015,8532,21,13035,13035,0,FALSE
2015,8532,22,3418,3418,0,FALSE
2015,8532,23,2232,2232,0,FALSE
2015,8532,24,1194,1194,0,FALSE
2015,8532,25,1938,1938,0,FALSE
2016,8507,0,213234,213234,0,FALSE
2016,8507,1,1491,1491,0,FALSE
2016,8507,2,8403,8403,0,FALSE
2016,8507,3,1705,1705,0,FALSE
2016,8507,4,11732,11732,0,FALSE
2016,8507,5,2845,2845,0,FALSE
2016,8507,6,6047,6047,0,FALSE
2016,8507,7,9668,9668,0,FALSE
2016,8507,8,6315,6315,0,FALSE
2016,8507,9,1553,1553,0,FALSE
2016,8507,10,3005,3005,0,FALSE
2016,8507,11,6246,6246,0,FALSE
2016,8507,12,7370,7370,0,FALSE
2016,8507,13,12987,12987,0,FALSE
2016,8507,14,9492,9492,0,FALSE
2016,8507,15,90963,90963,1.45519152283669e-11,FALSE
2016,8507,16,3238,3238,0,FALSE
2016,8507,17,643,643,0,FALSE
2016,8507,18,1442,1442,2.27373675443232e-13,FALSE
2016,8507,19,1194,1194,0,FALSE
2016,8507,20,10872,10872,0,FALSE
2016,8507,21,7899,7899,9.09494701772928e-13,FALSE
2016,8507,22,3122,3122,0,FALSE
2016,8507,23,1844,1844,2.27373675443232e-13,FALSE
2016,8507,24,1074,1074,0,FALSE
2016,8507,25,2084,2084,0,FALSE
2016,8532,0,281091,281091,0,FALSE
2016,8532,1,2000,2000,0,FALSE
2016,8532,2,11269,11269,1.81898940354586e-12,FALSE
2016,8532,3,2861,2861,0,FALSE
2016,8532,4,15176,15176,0,FALSE
2016,8532,5,5117,5117,0,FALSE
2016,8532,6,9232,9232,0,FALSE
2016,8532,7,11710,11710,0,FALSE
2016,8532,8,9261,9261,0,FALSE
2016,8532,9,2810,2810,0,FALSE
2016,8532,10,4494,4494,0,FALSE
2016,8532,11,8191,8191,0,FALSE
2016,8532,12,10565,10565,0,FALSE
2016,8532,13,18180,18180,0,FALSE
2016,8532,14,12223,12223,0,FALSE
2016,8532,15,111965,111965,0,FALSE
2016,8532,16,4436,4436,0,FALSE
2016,8532,17,450,450,0,FALSE
2016,8532,18,1660,1660,2.27373675443232e-13,FALSE
2016,8532,19,2087,2087,0,FALSE
2016,8532,20,14389,14389,1.81898940354586e-12,FALSE
2016,8532,21,13458,13458,0,FALSE
2016,8532,22,3675,3675,0,FALSE
2016,8532,23,2451,2451,0,FALSE
2016,8532,24,1304,1304,0,FALSE
2016,8532,25,2127,2127,0,FALSE
2017,8507,0,231234,231234,0,FALSE
2017,8507,1,1564,1564,0,FALSE
2017,8507,2,9183,9183,0,FALSE
2017,8507,3,1819,1819,0,FALSE
2017,8507,4,12754,12754,0,FALSE
2017,8507,5,2928,2928,0,FALSE
2017,8507,6,6383,6383,0,FALSE
2017,8507,7,10826,10826,1.81898940354586e-12,FALSE
2017,8507,8,6696,6696,0,FALSE
2017,8507,9,1559,1559,2.27373675443232e-13,FALSE
2017,8507,10,3129,3129,0,FALSE
2017,8507,11,6690,6690,0,FALSE
2017,8507,12,7771,7771,0,FALSE
2017,8507,13,14088,14088,0,FALSE
2017,8507,14,10375,10375,0,FALSE
2017,8507,15,99683,99683,0,FALSE
2017,8507,16,3450,3450,4.54747350886464e-13,FALSE
2017,8507,17,740,740,0,FALSE
2017,8507,18,1591,1591,0,FALSE
2017,8507,19,1239,1239,0,FALSE
2017,8507,20,11537,11537,1.81898940354586e-12,FALSE
2017,8507,21,8097,8097,0,FALSE
2017,8507,22,3429,3429,0,FALSE
2017,8507,23,2070,2070,0,FALSE
2017,8507,24,1148,1148,0,FALSE
2017,8507,25,2485,2485,0,FALSE
2017,8532,0,302302,302302,0,FALSE
2017,8532,1,2137,2137,0,FALSE
2017,8532,2,12151,12151,0,FALSE
2017,8532,3,3061,3061,0,FALSE
2017,8532,4,16361,16361,0,FALSE
2017,8532,5,5288,5288,0,FALSE
2017,8532,6,9822,9822,0,FALSE
2017,8532,7,12724,12724,0,FALSE
2017,8532,8,9837,9837,1.81898940354586e-12,FALSE
2017,8532,9,2847,2847,0,FALSE
2017,8532,10,4708,4708,0,FALSE
2017,8532,11,8823,8823,0,FALSE
2017,8532,12,11098,11098,0,FALSE
2017,8532,13,19670,19670,0,FALSE
2017,8532,14,13271,13271,1.81898940354586e-12,FALSE
2017,8532,15,121213,121213,0,FALSE
2017,8532,16,4859,4859,0,FALSE
2017,8532,17,504,504,0,FALSE
2017,8532,18,1787,1787,0,FALSE
2017,8532,19,2242,2242,0,FALSE
2017,8532,20,15534,15534,0,FALSE
2017,8532,21,13921,13921,0,FALSE
2017,8532,22,3969,3969,0,FALSE
2017,8532,23,2698,2698,0,FALSE
2017,8532,24,1431,1431,0,FALSE
2017,8532,25,2346,2346,4.54747350886464e-13,FALSE
2018,8507,0,249917,249917,0,FALSE
2018,8507,1,1638,1638,0,FALSE
2018,8507,2,10005,10005,0,FALSE
2018,8507,3,1943,1943,0,FALSE
2018,8507,4,13810,13810,0,FALSE
2018,8507,5,3022,3022,0,FALSE
2018,8507,6,6734,6734,0,FALSE
2018,8507,7,12041,12041,0,FALSE
2018,8507,8,7100,7100,0,FALSE
2018,8507,9,1569,1569,0,FALSE
2018,8507,10,3255,3255,0,FALSE
2018,8507,11,7132,7132,0,FALSE
2018,8507,12,8182,8182,0,FALSE
2018,8507,13,15244,15244,1.81898940354586e-12,FALSE
2018,8507,14,11297,11297,0,FALSE
2018,8507,15,108673,108673,0,FALSE
2018,8507,16,3675,3675,4.54747350886464e-13,FALSE
2018,8507,17,839,839,0,FALSE
2018,8507,18,1748,1748,2.27373675443232e-13,FALSE
2018,8507,19,1286,1286,0,FALSE
2018,8507,20,12227,12227,0,FALSE
2018,8507,21,8292,8292,0,FALSE
2018,8507,22,3749,3749,0,FALSE
2018,8507,23,2313,2313,0,FALSE
2018,8507,24,1224,1224,0,FALSE
2018,8507,25,2919,2919,0,FALSE
2018,8532,0,324348,324348,0,FALSE
2018,8532,1,2275,2275,0,FALSE
2018,8532,2,13080,13080,0,FALSE
2018,8532,3,3283,3283,0,FALSE
2018,8532,4,17593,17593,0,FALSE
2018,8532,5,5473,5473,0,FALSE
2018,8532,6,10438,10438,0,FALSE
2018,8532,7,13787,13787,1.81898940354586e-12,FALSE
2018,8532,8,10441,10441,-1.81898940354586e-12,FALSE
2018,8532,9,2890,2890,0,FALSE
2018,8532,10,4923,4923,0,FALSE
2018,8532,11,9466,9466,1.81898940354586e-12,FALSE
2018,8532,12,11639,11639,0,FALSE
2018,8532,13,21209,21209,3.63797880709171e-12,FALSE
2018,8532,14,14362,14362,0,FALSE
2018,8532,15,130792,130792,0,FALSE
2018,8532,16,5306,5306,0,FALSE
2018,8532,17,561,561,0,FALSE
2018,8532,18,1920,1920,0,FALSE
2018,8532,19,2399,2399,0,FALSE
2018,8532,20,16731,16731,0,FALSE
2018,8532,21,14395,14395,0,FALSE
2018,8532,22,4280,4280,0,FALSE
2018,8532,23,2960,2960,0,FALSE
2018,8532,24,1564,1564,2.27373675443232e-13,FALSE
2018,8532,25,2581,2581,0,FALSE
2019,8507,0,267591,267591,0,FALSE
2019,8507,1,1707,1707,0,FALSE
2019,8507,2,10771,10771,0,FALSE
2019,8507,3,2064,2064,0,FALSE
2019,8507,4,14814,14814,0,FALSE
2019,8507,5,3116,3116,0,FALSE
2019,8507,6,7053,7053,0,FALSE
2019,8507,7,13207,13207,0,FALSE
2019,8507,8,7480,7480,9.09494701772928e-13,FALSE
2019,8507,9,1578,1578,0,FALSE
2019,8507,10,3373,3373,0,FALSE
2019,8507,11,7562,7562,9.09494701772928e-13,FALSE
2019,8507,12,8554,8554,0,FALSE
2019,8507,13,16363,16363,0,FALSE
2019,8507,14,12169,12169,0,FALSE
2019,8507,15,117088,117088,0,FALSE
2019,8507,16,3915,3915,0,FALSE
2019,8507,17,938,938,0,FALSE
2019,8507,18,1898,1898,2.27373675443232e-13,FALSE
2019,8507,19,1331,1331,2.27373675443232e-13,FALSE
2019,8507,20,12906,12906,0,FALSE
2019,8507,21,8472,8472,0,FALSE
2019,8507,22,4057,4057,4.54747350886464e-13,FALSE
2019,8507,23,2553,2553,0,FALSE
2019,8507,24,1303,1303,0,FALSE
2019,8507,25,3319,3319,0,FALSE
2019,8532,0,345690,345690,0,FALSE
2019,8532,1,2405,2405,0,FALSE
2019,8532,2,13958,13958,0,FALSE
2019,8532,3,3490,3490,0,FALSE
2019,8532,4,18796,18796,0,FALSE
2019,8532,5,5650,5650,0,FALSE
2019,8532,6,11033,11033,0,FALSE
2019,8532,7,14835,14835,0,FALSE
2019,8532,8,11025,11025,0,FALSE
2019,8532,9,2926,2926,0,FALSE
2019,8532,10,5118,5118,0,FALSE
2019,8532,11,10082,10082,0,FALSE
2019,8532,12,12163,12163,0,FALSE
2019,8532,13,22672,22672,0,FALSE
2019,8532,14,15417,15417,0,FALSE
2019,8532,15,140135,140135,0,FALSE
2019,8532,16,5725,5725,0,FALSE
2019,8532,17,617,617,1.13686837721616e-13,FALSE
2019,8532,18,2057,2057,0,FALSE
2019,8532,19,2538,2538,0,FALSE
2019,8532,20,17889,17889,0,FALSE
