dataset_id,table_name,version,run_id,n_rows,n_cols,year_min,year_max,age_min,age_max,n_pk_dups,n_negative_pop,n_tail_increase_flags,qc_tail_mass_n_diff,qc_tail_cap_125_n_diff,qc_tail_external_alignment_n_diff,qc_tail_share_110plus_n_far,qc_tail_benchmark_source_n_strata,qc_tail_open_interval_exclusion_n_diff,qc_crossrepo_110plus_n_incoherent,qc_crossrepo_110plus_n_floor_applied,qc_crossrepo_110plus_mass_added,qc_nat_vs_dep_n_missing,qc_nat_vs_dep_n_diff,qc_110plus_collapse_n_diff
inei_population_1995_2030,population_result,v1.0.0,20260416_020008,207792,5,1995,2030,0,110,0,0,0,0,0,0,0,1872,0,0,0,0,0,676,0
