dataset_id,version,run_id,table_name,column_name,label,description,data_type,units,allow_na,is_key,n_missing,pct_missing,observed_min,observed_max,example_values
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_glossary,term,term,term,character,,FALSE,TRUE,0,0,,,PK|content_sha256|file_md5|location_id=0|location_id=9000
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_glossary,meaning,meaning,meaning,character,,FALSE,FALSE,0,0,,,"Llave primaria logica: year_id, age, sex_id y location_id.|Hash deterministico de contenido tras ordenar por PK; es la prueba principal de compatibilidad.|Checksum del archivo fisico parquet.|Nacional oficial proveniente de la fuente INEI y preservado en el output contractual.|Nacional aditivo construido como suma exacta de departamentos 1-25."
inei_population_1995_2030,v1.0.0,portal-qc-demografia-20260416-023822,qc_glossary,reader_action,reader_action,reader_action,character,,FALSE,FALSE,0,0,,,Debe ser unica en el output final.|Usarlo para mostrar si el contenido cambio; en esta iteracion el cambio es esperable por la nueva semantica 110+.|Sirve como evidencia secundaria de estabilidad fisica del parquet.|Usarlo para compatibilidad downstream historica.|Usarlo cuando se necesita consistencia jerarquica nacional-departamentos.
